x_index,y_index,X,Y,population_density
6,42,70.86619677777777,20.802740633333332,2210.11766
6,43,70.7466006111111,20.958137733333334,3031.72511
6,44,70.8345913,21.343457142857144,3580.20254
6,45,70.80836181538461,21.67427276153846,3730.39664
6,46,70.7778956375,21.9889649875,4934.8139
6,47,70.7883081,22.30265393125,74633.71247
6,48,70.88022639512195,22.59742358292683,12446.40517
6,49,70.84266994166667,22.811990604166667,9840.47532
6,50,70.82386544736842,23.074987410526315,1803.32141
6,51,70.84427301428572,23.513122271428568,663.01273
6,54,70.8238149,24.2998965,0.0
6,59,70.81878858333333,25.728418466666668,601.391657
6,63,70.92318110714287,26.918945949999998,192.922429
7,42,71.03756514999999,20.815350883333334,1731.83703
7,43,71.16092244999999,21.03281495,446.26535
7,44,71.1124901304348,21.402896165217392,4951.49127
7,45,71.18136873421052,21.656116913157895,9506.04909
7,48,71.138592725,22.520260750000002,6355.17443
7,49,71.175394,23.0031489,147.87617
7,50,71.17381275689655,23.02009790172414,8576.81694
7,52,71.16906838571428,23.74218892857143,768.6009799999999
7,54,71.21388717142857,24.219846714285715,154.716611
7,59,71.126502875,25.726424475,825.968065
7,62,71.254472,26.8218065,13.780173
7,63,71.12714072,26.978632320000003,68.900867
7,64,71.22284905000001,27.3354764,55.120694
7,65,71.14416065,27.54434625,27.560346
8,43,71.46590818823529,21.08605655882353,5040.98073
8,44,71.33626853571428,21.33640422857143,3100.4156399999997
8,45,71.43477005806452,21.70035123548387,7632.88958
8,46,71.5847331,21.8091387,289.2239
8,47,71.5845352,22.341397,202.35129
8,48,71.46466288333333,22.604179175,3586.5142499999997
8,49,71.45135901967213,22.979379645901638,12354.53452
8,50,71.41482124166667,23.052292966666666,1776.733642
8,52,71.51855832222222,23.83694708888889,1998.5049800000002
8,59,71.42694495,25.7728018,4787.0304479999995
8,63,71.35439276,27.00528496,68.900867
9,43,71.70063689999999,21.100947966666666,2226.90018
9,45,71.83203183125,21.666057525,5328.2553
9,46,71.687388316,21.88693698,6712.22339
9,47,71.70043957499999,22.227749295000002,5512.05863
9,48,71.69217911794871,22.606854007692306,13396.95452
9,49,71.71460329302326,22.813573709302325,9421.613272
9,50,71.779504375,23.11803338,2423.49356
9,53,71.68831775333334,24.064466266666667,5239.16657
9,59,71.77058423999999,25.88952036,537.574056
9,61,71.7145598,26.5229939,42.10313
9,63,71.79808625714286,26.952331485714286,294.721923
9,64,71.87452345,27.436042049999998,199.609915
9,65,71.8452051,27.5143281,42.103127
9,68,71.7899052,28.6336381,0.0
10,44,72.02971915,21.364037349999997,1051.33666
10,45,72.063980352,21.745635819,60091.05483
10,46,71.9133711,21.8101479,227.09946
10,47,72.00323613333333,22.319740246666665,1742.689605
10,48,72.02412939999999,22.41332595,215.86432
10,49,71.95255895,22.953428025,584.09277
10,50,72.00846255818182,23.130332514545454,13074.725875
10,51,72.10893378,23.500563919999998,2412.75514
10,52,72.1149021388889,23.82250553888889,7380.92972
10,53,72.00213939375,24.16067530625,8126.7305
10,54,72.08743542222221,24.29959288888889,4904.34502
10,55,72.10107349,24.63492563,2664.72082
10,59,72.0592453,25.8882671,289.922016
10,61,71.9892343,26.394521100000002,216.252318
10,62,72.07191626666666,26.76136733333333,293.06879100000003
10,63,71.94334873333334,26.961471888888887,436.63001299999996
11,45,72.22442771,21.758710150000002,7268.79664
11,48,72.229323325,22.589626175,1174.61882
11,49,72.43121830909091,22.871441572727274,30800.39713
11,50,72.38119023773585,23.11622309716981,48159.96782
11,51,72.3673913625,23.490460144642856,41228.47107
11,52,72.36414553939393,23.654656157575758,24466.47316
11,53,72.38695195384615,24.180112030769234,8516.99028
11,54,72.2618634,24.2424763,3653.5966
11,55,72.23034471428572,24.77067392857143,1864.97733
11,56,72.28715178333333,24.99476145,1344.98048
11,57,72.45894892,25.19681744,1208.04479
11,59,72.30809430625,25.8623498375,2793.34837
11,61,72.413605175,26.41321665,528.18418
11,62,72.3001820111111,26.762027755555557,1188.4143900000001
11,63,72.33879793846154,27.122419269230768,1297.464435
11,64,72.36213769999999,27.37802694,499.024815
11,65,72.4653987,27.8007923,47.001667
12,37,72.78642035,19.187370725,112254.372
12,38,72.77244775555556,19.687188872222222,11944.439480000001
12,39,72.75851687179488,19.862064803846152,46893.29542
12,40,72.74572205652174,20.07291631304348,13980.5397
12,43,72.6620478069307,21.124090926732674,468028.99552
12,44,72.76287422857142,21.234909842857142,2248.00207
12,45,72.653248375,21.748514866666667,1120.8944999999999
12,46,72.71692308888889,22.00687472222222,2317.07093
12,47,72.66414343214286,22.210748849999998,5649.30978
12,48,72.74917111071429,22.548543960714287,26788.94321
12,49,72.60590192786886,22.962039442622952,1262844.80265
12,50,72.58069875575397,23.0985077781746,7261854.92802
12,51,72.6151438630137,23.495757102739727,44456.34873
12,52,72.57985373333332,23.75040083333333,4337.95415
12,53,72.7207048,24.06654495,564.99292
12,54,72.69689572222222,24.422884533333335,2304.68806
12,55,72.727305225,24.6020351,930.53901
12,57,72.62719313571428,25.33001812142857,3617.9521399999994
12,58,72.5412364,25.56148,609.64375
12,59,72.62668574444444,25.839676866666665,1503.1896199999999
12,60,72.64281112857142,26.28796132857143,924.32249
12,62,72.7534776,26.8385858,278.30988
12,63,72.57524675454546,26.989758690909092,1176.5545
12,64,72.4973166,27.4805404,99.804955
12,65,72.6878565,27.627156933333335,191.191824
13,33,73.03822523333334,17.958092133333334,809.69344
13,35,73.0125343101695,18.70403922033898,26861.20013
13,36,72.90715601773435,19.017989753601157,17655714.73878
13,37,72.9006010229304,19.190630364615384,27132672.6014
13,38,72.82329861415094,19.475112946226417,298372.85288
13,39,72.93130176666666,19.865045266666666,1720.40986
13,40,72.92214158559999,20.2443629112,128280.48032
13,41,72.90919867846154,20.422755941538462,103194.57605
13,42,72.97027744337349,20.770369355421685,72057.02516
13,43,72.90497412553191,21.084015221985815,215760.17069
13,44,72.91982577407407,21.35691819876543,36918.01906
13,45,72.99161912658228,21.65299097721519,83515.77038
13,46,72.9451062525641,21.949680646153844,27033.458275
13,47,72.960550675,22.253843660416667,39465.55954
13,48,72.92500036486487,22.57372926054054,283336.4599
13,49,72.90946266585365,22.800921502439024,27178.93096
13,50,72.91045916666667,23.135969325,5241.63061
13,51,72.95536351818181,23.461158163636366,5090.52767
13,52,73.01316765,23.794642275,1630.76464
13,53,73.04223205,23.944806825,1211.86092
13,54,72.82949395,24.338315549999997,1327.55224
13,55,72.9425417625,24.66795455,2680.05411
13,56,72.8658176,24.9267329,210.35982
13,57,73.06414178,25.14418638,950.9349400000001
13,59,72.95083871666667,25.9629851,2718.62801
13,60,73.02437321290323,26.227114919354836,38376.27211
13,61,73.03065028974359,26.398118300000004,22856.395959999998
13,62,72.89920905833334,26.716338691666667,1669.85912
13,63,73.00980039999999,27.1617668,199.609915
13,65,72.84231426666668,27.7345712,141.005001
13,66,73.0051208,27.9991034,144.40089799999998
13,68,73.0366799,28.5790878,39.471188
14,28,73.3783786,16.5947808,137.4072
14,29,73.3223978,16.91148336,1613.08016
14,30,73.2759407,17.21793624,1844.5911500000002
14,31,73.280402125,17.4942769,838.34918
14,32,73.1888326,17.752403033333334,580.0075400000001
14,33,73.18355692,18.12780438,1084.94563
14,34,73.1756531,18.39444523846154,3647.6496
14,35,73.23977529827587,18.662731177586206,23298.26747
14,36,73.1667595296875,18.9917180796875,333463.64095
14,37,73.15962491007753,19.248544137984496,391187.8307
14,38,73.31314477058824,19.470151488235295,8485.75711
14,39,73.2072321,20.0037754,256.89566
14,40,73.2946533,20.2554956,339.39236
14,42,73.26879920588236,20.83432886470588,17330.87557
14,43,73.22015085641026,21.135304856410254,27644.27813
14,44,73.23965696875,21.4166134125,7337.37384
14,45,73.25638728333332,21.729561570833337,6091.14086
14,46,73.20427154736842,21.953870903508772,20615.06913
14,47,73.18782921395349,22.31385575,759982.039
14,48,73.260909975,22.535285402272727,23155.98631
14,49,73.34716322727273,22.787985054545455,9435.14359
14,50,73.17692504285715,23.153986242857144,2620.32842
14,51,73.23652460833334,23.446261441666667,5546.88819
14,52,73.33327994999999,23.637253450000003,1752.8851399999999
14,56,73.09391373333334,24.827991299999997,1118.04108
14,57,73.15606241666667,25.271817483333333,1124.76093
14,59,73.23836257916666,25.84027825833333,2715.06093
14,60,73.27617485,26.278610774999997,2669.26886
14,61,73.22945225172413,26.377756437931033,17683.782489999998
14,65,73.32498191111111,27.718579233333333,1288.27585
14,66,73.31367846923077,28.012782725641028,23552.15493
14,67,73.32831485,28.139092400000003,50.39756
14,70,73.26636574,29.18921613,1323.33707
14,73,73.3768943,29.9363612,503.0946
15,26,73.671018725,16.033437725,712.48421
15,27,73.66869095,16.2664512,345.78623000000005
15,28,73.52693666666666,16.552366066666664,542.32155
15,29,73.59732225,16.815410575,495.550506
15,30,73.48912778333333,17.158885533333333,1326.15699
15,31,73.535588225,17.501200925,807.45456
15,32,73.4194001,17.7209608,154.72137
15,33,73.63793208888889,18.012029877777778,2125.9903999999997
15,34,73.44901398571429,18.432051457142855,2055.8678600000003
15,35,73.52010366333334,18.719012341666666,24395.51689
15,36,73.42764315,18.8757516,864.52814
15,37,73.48715659999999,19.259739733333333,1047.3937
15,38,73.47148242222222,19.6367172,2769.76932
15,39,73.6387816,19.81288039090909,7864.38669
15,40,73.6828569,20.0580725,2340.4312
15,42,73.45396739285715,20.79273362142857,6798.63701
15,43,73.50909051666667,21.14177703333333,9111.79977
15,44,73.4174303,21.47644375,536.1702
15,46,73.50843817,21.94364117,3139.20774
15,47,73.45681474107143,22.226471328571428,16866.43765
15,48,73.47845216097562,22.615461731707317,26353.21111
15,49,73.59258205,22.780529072,45558.26981
15,52,73.53712046000001,23.7901039,3095.4568
15,54,73.6777057,24.2471267,544.3459
15,55,73.65192455500001,24.642279005,10702.807
15,56,73.495652675,24.993410525,973.7878499999999
15,57,73.48621514999999,25.19287095,499.18077999999997
15,58,73.4969932,25.52971815,997.74725
15,59,73.55498706,25.78373322,918.67014
15,60,73.63682433333334,26.216518633333333,662.8361
15,61,73.543315972,26.407096512,5615.01415
15,62,73.6863579,26.6097116,198.19904
15,64,73.56615563333334,27.377392758333333,2413.44575
15,65,73.46346575454545,27.59698979090909,1574.55933
15,66,73.55563506666667,28.019328066666667,5533.961
15,67,73.4734101375,28.311609325,867.4300989999999
15,70,73.50390751428571,29.231691100000003,1614.50444
15,71,73.54425586363637,29.451663063636364,1730.46607
15,72,73.45892393846154,29.71982952307692,2537.7282999999998
15,73,73.59055335555556,29.940723244444445,2561.60791
16,23,73.95386109411764,15.13493691764706,16432.7735
16,24,73.8814818824468,15.404688739893617,265347.83812000003
16,25,73.8013530514563,15.599097301941747,90579.51118
16,26,73.73847755714284,15.950222499999999,1127.06943
16,27,73.77429545,16.21392330833333,2355.68774
16,28,73.73429665,16.5985948,188.86957999999998
16,29,73.7309009,16.868151,119.38112
16,31,73.9758463,17.509379833333334,627.27204
16,32,73.9159074,17.6486562,594.53265
16,33,73.82585264375,18.07122948125,4571.74052
16,34,73.84843203176179,18.49036556650124,7799750.73159
16,35,73.82822868514286,18.560172083428572,16470445.11297
16,36,73.88639585,18.85218205,860.05584
16,37,73.91924560000001,19.2881275375,3082.54027
16,38,73.833545775,19.539426825,877.4229399999999
16,39,73.81491854074073,19.93052284074074,118522.93866
16,40,73.87775261666667,20.055560483333334,33831.8966
16,41,73.81887259999999,20.4497666,503.08136
16,42,73.8247062,20.7131793,316.6219
16,43,73.83615682105263,21.166817442105263,5361.47631
16,44,73.97115365,21.237588066666667,1740.21636
16,45,73.8561413,21.638234399999998,910.2327399999999
16,46,73.76234202,22.04668946,1919.46474
16,47,73.78413456428572,22.266148192857145,4478.3993
16,49,73.85847743333333,22.811365704545455,46737.8783
16,51,73.7519783,23.5776433,498.2056
16,53,73.8816038,24.1147826,375.92834
16,54,73.79907714999999,24.37501965,1088.6918
16,55,73.82047124081633,24.635116036734694,19634.13581
16,56,73.91902509069767,24.984674860465116,16036.53729
16,57,73.96203688,25.27575397,3125.6000299999996
16,58,73.88548673333334,25.558290677777777,2281.07887
16,59,73.7490155,25.861983799999997,224.081305
16,60,73.6922352,26.1873063,220.94537
16,61,73.87555453333334,26.53144983333333,617.34348
16,62,73.87128313076923,26.722985026923077,5166.78166
16,63,73.7469346775,27.162079340000002,8472.30401
16,64,73.71246145,27.2288007,423.61519
16,66,73.8349587,28.042777939999997,510.91494
16,68,73.79984970000001,28.511115025000002,253.103206
16,69,73.85950996,28.886261660000002,388.723465
16,70,73.8972382,29.16386132222222,1220.58231
16,71,73.91484880769231,29.347256753846157,1990.65474
16,73,73.85430108333333,30.008752788095236,18378.7932
16,75,73.9782212,30.509995,694.1188
16,85,73.9887123,33.79941,514.0702
16,87,73.8635805,34.1340903,322.83572
17,22,74.16946986,14.800711179999999,1747.87446
17,23,74.11663075,15.073118775,5881.193236
17,24,74.10553480652173,15.337978132608695,18138.345014
17,25,74.12332528,15.632915196666666,5332.43657
17,26,73.99542915,15.94595035,314.53464
17,27,74.17261992,16.3018977,2022.46052
17,28,74.23984772333333,16.662437283333333,47205.897710000005
17,29,74.2691981,16.860495075,4489.5605000000005
17,30,74.21271768,17.17774928,3145.8317
17,31,74.15338446363636,17.480112872727275,5168.77757
17,32,74.1086893,17.734973142105265,7972.34533
17,33,74.15885223000001,18.08004028,5941.1577099999995
17,34,74.14303216764705,18.433066585294117,39448.89192
17,35,74.09871328,18.66495158,5670.00562
17,36,74.2614529,18.93178,160.48927
17,37,74.08481494,19.18019862,1940.83468
17,38,74.08347053333334,19.52834543333333,767.16982
17,39,74.100068,19.7568767,1319.75386
17,40,74.14499587647059,20.11986989411765,8884.86114
17,43,74.0115747,21.1015521,279.51047
17,44,74.13422429375,21.33142918125,6153.983
17,45,74.1576383,21.6731609,497.18327
17,47,74.0169632,22.3167982,315.10422
17,49,74.14564173947369,22.843131113157895,38154.16867
17,54,74.2722042,24.457086,318.52567
17,55,74.07286417,24.63239764,3080.62702
17,56,74.1619782625,24.8339141375,2470.22446
17,57,74.00199735,25.139148900000002,722.7645299999999
17,60,74.0814478,26.0501615,245.85675
17,62,74.09546907000001,26.748585263333332,5553.37314
17,66,74.11605606666666,28.062717000000003,306.54895
17,67,74.2048883,28.2555945,102.183
17,69,74.12483805,28.8956176,163.933055
17,70,74.07647566666667,29.198706650000002,778.7586100000001
17,71,74.1331960888889,29.5121334,4521.37967
17,72,74.20148702631579,29.78309645263158,5288.23941
17,73,74.16819064,30.134391731999997,16531.47079
17,74,74.09267273235295,30.398457880882354,29740.16369
17,75,74.21331136428572,30.56604937142857,5585.97842
17,83,74.1344409,33.10526215,535.88586
17,84,74.166153675,33.430944975,2739.7053499999997
17,85,74.1103213,33.68305643333333,3417.2515000000003
18,19,74.56355213333333,13.983631299999999,3124.97095
18,20,74.48834810588235,14.154522388235293,6470.08061
18,21,74.37347822380953,14.53647901904762,5869.42455
18,22,74.33881475,14.666970424999999,517.43168
18,24,74.42003748571429,15.410407478571429,1429.0598089999999
18,25,74.501605575,15.692272841666666,6069.73178
18,26,74.50229701627906,15.869263972093023,40178.23923
18,27,74.45764854137931,16.307994206896552,13313.25538
18,28,74.35272552800001,16.568342412,24331.17895
18,29,74.51233994615384,16.83367896153846,39441.50493
18,30,74.39002666666667,17.108652575,7782.32991
18,31,74.4005934,17.561342375,839.07116
18,33,74.46738842222221,18.07560882222222,6621.92578
18,34,74.46031747407407,18.428724366666668,10498.94827
18,36,74.46480757500001,18.917312425,632.31746
18,38,74.466723,19.5791006,626.8472
18,39,74.474502175,19.84767887083333,12391.52406
18,40,74.4484203652174,20.153445926086956,7543.02227
18,43,74.3748211,20.9863411,257.05167
18,44,74.50348368,21.34494223,3365.6960200000003
18,45,74.469509,21.5539709,441.26617
18,48,74.5848918,22.4095491,286.5694
18,49,74.45244712976191,22.879647275,72962.60056
18,51,74.4466319,23.5391277,634.72486
18,52,74.5470291,23.628469850000002,609.7516
18,54,74.3893613,24.3633512,297.4149
18,56,74.38850147777777,24.866586966666667,3830.88646
18,58,74.583786125,25.52383755,914.54769
18,60,74.3594735125,26.146368825,4167.18053
18,61,74.53755473999999,26.47758134,3572.45505
18,62,74.31343635,26.896024414285712,2275.11616
18,63,74.44317161764705,27.038853023529413,4211.44829
18,64,74.52100833333334,27.344667716666667,1690.7653799999998
18,65,74.45715666,27.64741097,2238.38789
18,66,74.51594897142857,27.943474957142858,1446.85733
18,67,74.53107370000001,28.2214937,659.4733249999999
18,68,74.513998425,28.4347970125,839.7992
18,71,74.38474215,29.532470464285716,5800.73122
18,72,74.38094372,29.68932118,4114.77434
18,73,74.43870334736842,30.173543068421054,7153.23456
18,74,74.448075,30.455660273170736,24146.54735
18,75,74.46726953888889,30.743436105555556,7708.1297700000005
18,76,74.55474178235293,30.92785963529412,8703.32741
18,77,74.56015313846154,31.217761392307693,4212.7375
18,78,74.56765635000001,31.593859685,106668.50218
18,83,74.5756382,33.0516866,153.52704
18,84,74.296836,33.3763445,434.48944
18,86,74.44906228571429,34.048900571428575,1632.0353599999999
18,87,74.50596730625,34.20991764375,20361.83957
19,15,74.87862157272728,12.739322136363636,12423.1556
19,16,74.83215545750001,12.9229392575,145992.49343
19,17,74.76711742580646,13.270911141935484,18957.7406
19,18,74.7551778888889,13.5066113,8894.512850000001
19,19,74.6517947375,13.8190667375,4466.36624
19,20,74.81041576666667,14.229053333333333,347.86479
19,21,74.784339975,14.50789965,543.06101
19,22,74.82185643333334,14.656340766666666,840.076803
19,23,74.64882084999999,15.08261765,301.0414
19,24,74.72715572142856,15.4108334,7494.937070000001
19,25,74.6978069,15.7124623625,4065.89239
19,26,74.71407123333334,15.980059625,13033.86407
19,27,74.73470637857143,16.232749542857142,6441.04522
19,28,74.79472054285715,16.644380064285716,5224.29195
19,29,74.65218138205128,16.84088527948718,36517.47173
19,32,74.7870831,17.6363346,164.27098
19,33,74.60450315,18.0671651,739.7650799999999
19,34,74.68060715555556,18.35517112222222,3419.89177
19,35,74.62706632857143,18.633394685714286,1544.17256
19,36,74.71769544375,19.016041075,7791.38828
19,37,74.73207766,19.31085183,3688.11098
19,38,74.66177662777778,19.553361922222223,8544.47195
19,39,74.70122104000001,19.843026039999998,5904.7836099999995
19,40,74.61124605,20.051748125,1351.35225
19,41,74.81366213333332,20.332210133333334,1083.1955600000001
19,42,74.82010843333333,20.812133239999998,7488.59066
19,43,74.79232452,21.194778539999998,1505.47335
19,44,74.7431848625,21.2803163625,2377.01397
19,49,74.62243963333333,22.978989816666665,2776.10284
19,50,74.77669238181818,23.112019236363636,3216.65104
19,53,74.7814146,24.033836,195.96329
19,54,74.85214405454546,24.455080781818182,4679.81285
19,55,74.71042437619047,24.642769390476193,12100.34767
19,56,74.65836683,24.95315344,11407.1104
19,57,74.63307434285714,25.307803579999998,22864.0565
19,58,74.61030065,25.66491595,488.96703
19,59,74.65477100000001,25.86646854,1364.1263900000001
19,60,74.7099874,26.25336245,954.37718
19,61,74.66031330784314,26.448026449019608,54684.8769
19,63,74.71449562380953,27.040029642857142,6027.62061
19,66,74.61443624,28.059146520000002,1123.80872
19,70,74.77093351111111,29.19719192222222,1531.36492
19,71,74.68923898571428,29.402697014285714,2198.76987
19,72,74.6148817,29.9004108,275.3298
19,73,74.72911936153847,30.089080746153847,12478.14058
19,74,74.81869648421052,30.383575952631578,9985.26029
19,75,74.77449564545455,30.59724387792208,35008.17559
19,76,74.68221007042254,30.94327933943662,33624.157080000004
19,77,74.74883130588236,31.26129396764706,14851.1306
19,78,74.78304881014492,31.61765044637681,61951.658449999995
19,79,74.78783314444445,31.79009194444444,3415.22429
19,80,74.87554494,32.09153008,0.0
19,81,74.6655672,32.5572278,0.0
19,82,74.86270298947369,32.72261201578948,23723.710499999997
19,83,74.7876692,33.1139383,214.42381
19,85,74.78347,33.6487342,124.09708
19,86,74.78329969824561,34.05913228830409,93691.65033
19,87,74.78742947333333,34.16282678333334,65332.03541
19,88,74.70342439999999,34.51983102,788.82149
20,13,75.17277983913044,12.148596252173913,14980.76414
20,14,75.05693021732596,12.397081956962024,839896.24012
20,15,75.0104678,12.559669865779467,181402.15641999998
20,16,74.9907256090909,12.896714386363636,26502.48883
20,17,75.09682948571428,13.277896585714286,900.0315660000001
20,18,75.03123801428572,13.522164542857142,1397.7667900000001
20,19,75.06811986666666,13.915021266666665,258.488494
20,20,75.02491301111111,14.188900966666667,1120.645588
20,21,75.0177278,14.5354264,155.21727
20,22,75.12725015000001,14.7653496,638.70568
20,23,75.1426573,15.1540894,293.72116
20,24,75.0998062212766,15.383495407446809,48847.15011
20,25,74.9553081875,15.5821290625,7831.92809
20,26,74.97800500000001,15.8599098,1239.28036
20,27,75.0883275,16.2853244,451.34973
20,29,74.97004452222222,16.86464101111111,5470.46558
20,30,75.04757439999999,17.210233366666667,904.2096200000001
20,31,75.09018094,17.39699002,1236.64889
20,34,75.1169481,18.2916921,404.2601
20,39,75.059361275,19.931913783333332,3683.90088
20,40,75.14613416666667,20.076549633333332,805.749
20,41,75.04153823636364,20.51127656363636,3906.19906
20,43,75.08252745384615,21.059546215384614,4944.4126
20,44,75.15479056666668,21.24998426666667,1005.4170799999999
20,48,75.1766136,22.5601203,366.0822
20,50,75.04383290666667,23.244278780000002,6848.02178
20,51,75.0741741225,23.436506944999998,16912.53493
20,52,75.1069135875,23.799734825,2542.79522
20,53,75.06848713076923,24.080167715384615,4368.5363
20,54,75.10540708181817,24.446753190909092,2089.21035
20,56,75.1719099,25.0949511,150.91302
20,57,74.98557184444445,25.17481611111111,1774.21598
20,62,75.11559133333333,26.739204583333333,1920.84305
20,63,75.03340215,27.01852585,1121.96376
20,64,75.12137245,27.48187395,965.34287
20,65,75.1348144,27.652251264285717,12672.33821
20,66,75.01695500000001,27.927734957142857,2422.2703
20,67,74.99798963448275,28.28304591034483,6688.25475
20,68,75.13081556666667,28.431058266666668,691.88847
20,69,75.1722167,29.0081365,214.53194
20,70,75.09821731538462,29.12788996923077,2611.39379
20,71,75.05992359444446,29.541330266666666,7349.05941
20,72,74.98922931764706,29.776996217647056,7217.33164
20,73,74.95974008258064,30.161242719354835,97435.73426
20,74,75.0821548064516,30.259434187096772,36313.52869
20,75,75.12542305,30.65271615,819.06717
20,76,75.07505772758621,30.90150880689655,27420.61967
20,77,75.06618247916667,31.350111191666667,12823.43569
20,78,74.99206158292684,31.548830492682928,102522.14908
20,79,75.00222098545456,31.83410476,74599.07592999999
20,80,75.07220867999999,32.16463844,999.8227
20,81,75.06270051153845,32.557775780769234,14183.75664
20,82,74.92171255,32.73869720909091,23801.4809
20,83,74.99242323333333,32.959035066666665,1085.89987
20,85,75.1039666125,33.6744974875,6700.3882300000005
20,86,75.02216724333333,33.94903251666667,26004.47348
20,87,74.90256690000001,34.23455305,780.3060300000001
21,12,75.414972744,11.842680272,185685.88052
21,13,75.29642095568182,12.051035949242424,360065.60699
21,14,75.27896325979381,12.356619256701032,63502.13865
21,15,75.27801506470588,12.650400211764705,7422.29008
21,16,75.32146348,12.900569380000002,1195.46103
21,17,75.29955224285716,13.1932127,800.327332
21,18,75.27000416428572,13.585185478571429,1526.886237
21,19,75.35716065000001,13.861790266666667,587.559827
21,20,75.36274895333332,14.03562766,4973.66036
21,22,75.412908275,14.801775575,2711.52614
21,23,75.33219915,15.053922524999999,3668.31956
21,24,75.29591584444444,15.388796311111113,4061.74162
21,25,75.39139012142857,15.763388314285715,3581.6516500000002
21,26,75.4143301875,15.86232525625,3615.81321
21,29,75.2678069,16.778164500000003,899.89251
21,30,75.2029033,17.0287182,157.51746
21,31,75.23698113333334,17.519071166666667,878.21965
21,32,75.34900372857143,17.724171657142858,2464.69166
21,33,75.36842547142858,18.062462085714284,1735.56129
21,39,75.3172351883721,19.87922563255814,54703.82215
21,41,75.2613793,20.606235675,1650.3506
21,42,75.40852802857142,20.751968923809525,9687.48483
21,43,75.38696159166666,21.020566245833333,9443.89336
21,44,75.27756074999999,21.24889445,692.8224
21,46,75.297890525,21.97545435,1062.7497600000002
21,47,75.39330059999999,22.364204133333335,1144.05831
21,48,75.45270314999999,22.54495115,762.7055
21,50,75.3193757,23.1181337,498.6841
21,51,75.37612094328358,23.444624501492537,28187.36328
21,53,75.39185963333334,23.9831429,799.1508
21,54,75.2130509,24.4797946,173.13304
21,57,75.3527787,25.23316966666667,641.85262
21,59,75.3841644,25.7567148,207.52333
21,61,75.4665274,26.3604249,194.24771
21,62,75.31077381612903,26.847922725806452,17693.94341
21,63,75.344081575,27.10618185,1574.9205299999999
21,64,75.44617057777776,27.385388722222224,3915.44923
21,65,75.2328756,27.663697358333334,5470.61106
21,66,75.28030545,27.974206572222222,8525.33764
21,67,75.41051766000001,28.120569319999998,1768.17559
21,68,75.37470318125,28.61966635625,2874.265306
21,69,75.362391375,28.8196246,734.24768
21,70,75.43581631111111,29.283006933333336,2984.16521
21,71,75.31624576153845,29.424764315384614,5073.67349
21,73,75.31150295405405,29.989893335135136,11417.92738
21,74,75.30961202903227,30.294533277419355,12225.10062
21,75,75.38843972307691,30.80427660769231,6314.76935
21,76,75.3107023,30.854908836,12178.58357
21,77,75.33064110208333,31.285293784375,51940.65945
21,78,75.31033075384615,31.498328535897436,29703.683
21,79,75.30287586666667,31.86030663111111,32285.41245
21,80,75.44588852307692,32.09404625384615,7794.22406
21,81,75.32013106666666,32.47217945952381,15095.46009
21,83,75.2917885,33.0694218,227.6675
21,84,75.1919613,33.4469145,276.77673
21,85,75.30972686666667,33.63833073333333,2338.38226
21,86,75.33680574,33.92748676,731.96903
